GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC01,HC01_MOE_VC01,HC02_EST_VC01,HC02_MOE_VC01,HC03_EST_VC01,HC03_MOE_VC01,HC04_EST_VC01,HC04_MOE_VC01,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC03_EST_VC02,HC03_MOE_VC02,HC04_EST_VC02,HC04_MOE_VC02,HC01_EST_VC03,HC01_MOE_VC03,HC02_EST_VC03,HC02_MOE_VC03,HC03_EST_VC03,HC03_MOE_VC03,HC04_EST_VC03,HC04_MOE_VC03,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC03_EST_VC04,HC03_MOE_VC04,HC04_EST_VC04,HC04_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC03_EST_VC05,HC03_MOE_VC05,HC04_EST_VC05,HC04_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC03_EST_VC06,HC03_MOE_VC06,HC04_EST_VC06,HC04_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC03_EST_VC07,HC03_MOE_VC07,HC04_EST_VC07,HC04_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC03_EST_VC08,HC03_MOE_VC08,HC04_EST_VC08,HC04_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC03_EST_VC09,HC03_MOE_VC09,HC04_EST_VC09,HC04_MOE_VC09,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC03_EST_VC10,HC03_MOE_VC10,HC04_EST_VC10,HC04_MOE_VC10,HC01_EST_VC11,HC01_MOE_VC11,HC02_EST_VC11,HC02_MOE_VC11,HC03_EST_VC11,HC03_MOE_VC11,HC04_EST_VC11,HC04_MOE_VC11,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC03_EST_VC13,HC03_MOE_VC13,HC04_EST_VC13,HC04_MOE_VC13,HC01_EST_VC15,HC01_MOE_VC15,HC02_EST_VC15,HC02_MOE_VC15,HC03_EST_VC15,HC03_MOE_VC15,HC04_EST_VC15,HC04_MOE_VC15,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC03_EST_VC18,HC03_MOE_VC18,HC04_EST_VC18,HC04_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC03_EST_VC19,HC03_MOE_VC19,HC04_EST_VC19,HC04_MOE_VC19,HC01_EST_VC20,HC01_MOE_VC20,HC02_EST_VC20,HC02_MOE_VC20,HC03_EST_VC20,HC03_MOE_VC20,HC04_EST_VC20,HC04_MOE_VC20
0500000US55069,55069,"Lincoln County, Wisconsin",12546,233,8201,221,6653,216,4345,224,4.7,0.9,1.6,0.6,1.4,0.7,10.7,2.4,5.6,0.8,2.9,1.0,0.9,0.4,11.3,2.0,11.2,1.3,6.5,1.1,4.7,1.0,21.6,3.2,11.8,1.2,9.5,1.3,8.1,1.1,16.3,2.6,14.7,1.6,14.8,1.9,12.6,1.7,15.7,3.0,21.0,1.5,24.0,2.1,25.3,2.1,14.5,2.4,15.1,1.5,19.4,1.8,21.7,2.0,4.9,1.8,11.7,1.2,15.6,1.7,18.5,1.8,3.3,1.0,2.6,0.7,3.2,0.8,3.7,0.9,1.4,1.2,1.7,0.4,2.5,0.7,3.0,0.8,0.3,0.2,52221,2068,63950,1962,71616,2667,28177,2565,62293,1865,74198,2353,80733,2635,37490,2340,28.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),27.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),28.4,(X)
0500000US55071,55071,"Manitowoc County, Wisconsin",33991,348,21764,441,18057,436,12227,498,4.4,0.6,2.9,0.6,1.4,0.5,7.9,1.4,5.3,0.6,1.9,0.5,0.8,0.3,11.3,1.6,12.1,0.9,5.7,0.8,4.0,0.8,24.1,2.3,11.7,0.9,8.8,1.0,7.8,1.0,17.2,2.0,17.0,1.2,16.1,1.4,14.8,1.4,18.8,1.9,20.3,1.0,24.1,1.3,25.0,1.3,13.0,1.4,13.3,0.8,17.8,1.1,20.0,1.4,4.4,0.9,11.7,0.9,16.5,1.2,18.9,1.3,2.6,0.7,2.6,0.4,3.8,0.6,4.5,0.7,0.4,0.2,1.8,0.3,2.4,0.5,2.8,0.6,0.5,0.2,49613,1096,64986,2014,71694,1230,28373,1704,62128,1499,75663,2192,82325,2539,36225,1176,26.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),24.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),28.8,(X)
0500000US55073,55073,"Marathon County, Wisconsin",54003,544,36364,647,29149,635,17639,664,5.0,0.5,3.2,0.7,1.2,0.4,9.6,1.3,4.4,0.6,2.5,0.5,1.1,0.3,9.2,1.2,11.0,0.8,5.4,0.7,4.2,0.7,22.7,1.9,10.9,0.7,9.5,0.8,7.6,0.7,15.2,1.6,14.7,0.9,13.4,0.9,12.2,0.9,17.9,1.8,20.1,1.0,22.5,1.1,23.0,1.4,14.9,1.5,14.3,0.7,17.7,0.9,20.3,1.2,5.7,1.1,13.1,0.7,17.1,0.9,20.1,1.1,3.4,0.8,3.5,0.4,4.7,0.6,5.6,0.6,0.7,0.3,3.0,0.4,3.9,0.6,4.6,0.6,0.8,0.4,54227,1236,67365,1721,75683,1592,30786,1428,70802,1874,83392,2497,92348,2860,41070,2133,25.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),25.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),23.8,(X)
0500000US55075,55075,"Marinette County, Wisconsin",18380,306,11331,288,8995,280,7049,336,7.1,1.2,3.7,0.8,1.6,0.6,13.6,2.9,6.5,1.0,3.0,0.9,1.4,0.5,13.5,2.5,13.2,1.3,7.1,1.1,5.8,1.2,22.7,2.7,13.6,1.3,13.0,1.6,12.7,1.7,14.3,2.2,15.3,1.2,17.0,1.6,15.7,1.6,12.6,1.8,20.7,1.4,24.1,2.0,25.2,2.3,14.9,2.5,11.4,1.0,15.4,1.5,17.5,1.8,4.8,1.4,8.9,1.0,12.0,1.5,14.4,1.8,2.8,0.8,1.9,0.4,2.4,0.6,2.9,0.8,0.7,0.4,1.5,0.4,2.2,0.6,2.6,0.8,0.2,0.2,43893,1774,54562,1736,60704,1875,25134,2033,55553,1814,66985,3035,73639,3776,34767,1997,30.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),29.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),29.1,(X)
0500000US55077,55077,"Marquette County, Wisconsin",6328,153,4063,134,3273,116,2265,121,4.4,0.7,2.7,0.7,1.4,0.5,8.8,1.6,6.1,0.8,2.3,0.6,1.5,0.6,12.6,1.9,12.9,1.3,7.3,1.2,5.4,1.1,23.6,2.6,12.3,1.1,9.7,1.2,8.2,1.1,18.2,2.5,15.9,1.2,16.8,1.5,16.4,1.6,15.2,2.4,22.0,1.7,26.4,2.0,28.0,2.3,12.7,2.2,13.2,1.4,16.9,1.8,18.3,2.0,5.7,1.7,10.1,1.1,13.8,1.4,15.9,1.7,2.5,0.8,2.0,0.6,2.7,0.8,3.2,1.0,0.5,0.5,1.0,0.2,1.4,0.4,1.7,0.4,0.3,0.3,48445,1547,59105,2047,64005,2970,27489,1750,58677,1869,69830,2783,N,N,35874,1664,32.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),29.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),35.6,(X)
0500000US55078,55078,"Menominee County, Wisconsin",1215,99,881,87,475,70,334,59,14.3,3.5,12.3,3.7,5.9,5.0,23.1,8.7,9.1,3.0,4.7,2.8,5.1,3.4,20.7,10.2,11.6,3.2,12.6,4.0,2.9,2.0,12.0,7.4,11.8,3.5,13.7,4.3,9.9,5.1,11.4,5.8,20.0,4.5,23.2,5.6,26.3,8.1,7.2,5.6,12.2,4.0,8.3,3.2,12.8,5.2,19.8,10.2,9.2,3.0,11.6,4.3,18.5,7.0,2.4,2.9,8.0,2.8,9.5,3.7,15.8,6.3,1.8,3.2,3.6,2.4,3.9,3.1,2.1,1.9,1.8,2.4,0.2,0.4,0.3,0.6,0.6,1.1,0.0,5.1,37147,2849,38486,2599,49821,15768,18750,6780,48588,4853,51861,6502,N,N,31718,5930,42.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),43.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),35.3,(X)
0500000US55079,55079,"Milwaukee County, Wisconsin",382778,1379,217235,1693,133558,1534,165543,1735,9.4,0.3,6.8,0.3,1.8,0.2,14.2,0.6,6.9,0.2,4.6,0.3,1.5,0.2,10.3,0.5,12.8,0.3,10.0,0.4,4.9,0.3,16.8,0.6,11.0,0.3,9.5,0.4,6.5,0.4,13.1,0.6,13.9,0.3,12.6,0.4,10.8,0.5,15.6,0.6,17.9,0.4,18.4,0.5,20.1,0.6,16.3,0.5,11.3,0.3,13.9,0.4,18.6,0.5,7.2,0.4,10.7,0.3,15.0,0.4,21.8,0.6,4.4,0.3,3.4,0.2,5.1,0.3,7.9,0.4,1.0,0.1,2.8,0.1,4.0,0.2,6.1,0.3,1.0,0.1,45263,429,57738,757,80638,794,31357,446,62382,555,75809,863,98127,1134,42495,630,32.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),33.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),29.6,(X)
0500000US55081,55081,"Monroe County, Wisconsin",17813,197,11731,292,8896,279,6082,315,5.2,0.9,4.6,1.1,2.0,0.7,9.4,1.9,5.5,1.2,2.2,0.6,1.2,0.5,12.1,2.9,10.2,1.2,8.1,1.3,4.4,0.8,16.3,2.6,10.0,1.1,7.6,1.0,5.8,0.8,14.8,2.5,15.6,1.3,13.6,1.5,12.4,1.3,20.1,2.7,22.5,1.6,25.5,1.9,27.1,2.1,14.6,2.1,14.3,1.3,17.2,1.5,20.9,1.8,6.9,2.1,12.0,1.2,15.2,1.5,18.6,1.7,4.7,2.0,2.9,0.6,3.7,0.7,4.8,0.9,0.8,0.8,1.7,0.4,2.4,0.5,2.9,0.6,0.3,0.3,53394,1623,65119,2266,73150,1561,33078,2516,62376,1595,71429,1813,81022,1964,40619,3046,32.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),31.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),33.1,(X)
0500000US55083,55083,"Oconto County, Wisconsin",15440,248,10807,273,9081,264,4633,225,4.7,0.7,2.8,0.6,1.5,0.5,10.0,1.8,4.4,0.7,1.5,0.4,0.7,0.2,11.7,1.9,9.6,0.9,7.1,1.1,5.2,0.9,16.9,2.0,11.8,1.1,10.1,1.1,8.7,1.1,15.9,2.3,15.9,1.0,14.7,1.4,13.9,1.2,17.9,2.4,20.0,1.3,21.9,1.7,22.6,1.9,15.7,2.0,14.3,1.2,17.0,1.6,19.0,1.7,6.8,1.5,13.9,1.2,17.7,1.6,20.0,1.8,3.7,1.0,3.2,0.6,4.2,0.8,5.0,0.9,1.0,0.5,2.2,0.6,3.0,0.8,3.3,1.0,0.3,0.2,54018,1681,65072,1944,71516,2408,31314,1574,66234,1867,76363,2332,82142,2666,39605,1693,32.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),32.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),32.2,(X)
0500000US55085,55085,"Oneida County, Wisconsin",14965,361,9637,309,8255,282,5328,294,6.1,1.0,1.9,0.7,1.3,0.5,13.6,2.6,5.5,0.8,2.9,0.8,1.4,0.6,11.0,1.9,11.1,1.1,5.8,1.0,4.8,1.1,21.0,2.5,11.9,1.1,10.4,1.5,8.8,1.3,14.9,2.7,15.6,1.4,15.5,1.6,14.5,1.4,16.1,2.4,20.3,1.4,24.0,1.9,25.5,2.1,13.1,2.2,13.7,1.1,17.8,1.5,19.4,1.7,5.9,1.5,10.5,0.9,14.2,1.4,15.7,1.5,3.2,1.1,2.9,0.5,4.2,0.8,4.7,0.8,0.3,0.3,2.4,0.5,3.4,0.7,3.9,0.8,0.7,0.4,49715,2015,62939,2589,68061,1818,27676,2624,63513,2036,76048,2533,N,N,39385,3912,27.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),25.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),29.0,(X)
0500000US55087,55087,"Outagamie County, Wisconsin",71194,565,47929,730,37962,703,23265,729,3.8,0.5,2.3,0.4,0.7,0.2,8.1,1.2,4.0,0.4,2.0,0.4,0.7,0.2,8.7,1.1,9.1,0.6,5.2,0.7,3.3,0.6,18.1,1.5,9.6,0.5,7.9,0.7,5.9,0.6,14.2,1.3,14.3,0.8,12.1,0.9,10.4,0.9,19.1,1.4,20.5,0.9,20.8,1.1,20.7,1.2,18.9,1.6,16.2,0.8,20.2,1.1,23.1,1.2,6.4,0.9,15.1,0.7,19.7,1.0,23.6,1.2,4.8,0.7,4.3,0.4,5.9,0.6,6.9,0.7,0.7,0.3,3.0,0.4,4.1,0.5,4.9,0.6,0.9,0.4,59806,1220,74752,1357,82419,1268,35468,1309,74367,1458,87423,2090,97528,2526,44211,1843,24.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),24.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),23.4,(X)
0500000US55089,55089,"Ozaukee County, Wisconsin",34763,475,24884,556,21048,505,9879,522,3.4,0.6,1.9,0.6,0.7,0.4,7.8,1.6,2.5,0.5,1.0,0.3,0.6,0.3,6.1,1.5,7.6,0.9,3.4,0.8,1.9,0.6,18.9,2.4,7.0,0.8,3.8,0.7,3.1,0.7,15.2,2.3,10.8,1.0,8.9,0.9,7.2,0.9,16.0,2.4,16.2,1.0,16.8,1.1,16.4,1.3,14.3,2.3,15.1,1.1,17.2,1.4,17.7,1.4,9.8,1.6,19.3,1.3,23.7,1.8,25.6,2.0,6.9,1.5,7.4,0.9,9.6,1.3,11.0,1.4,1.6,0.8,10.8,0.9,13.8,1.1,15.7,1.2,3.5,1.1,78415,2052,94276,2600,103542,2819,36519,1957,110700,4447,130911,5631,142132,6265,58103,5032,28.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),27.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),31.2,(X)
0500000US55091,55091,"Pepin County, Wisconsin",2948,83,2001,77,1715,68,947,82,4.5,0.9,2.5,1.0,1.6,1.0,9.8,2.5,6.9,1.5,2.5,1.4,1.5,0.7,15.9,3.5,12.6,1.8,8.6,2.1,7.6,1.8,21.3,3.9,10.6,1.7,7.9,1.8,7.2,1.8,15.9,3.6,14.0,1.6,14.8,2.0,13.4,2.0,14.1,2.7,18.4,1.8,21.0,2.4,22.4,2.7,11.7,2.9,16.0,1.9,19.8,2.6,21.6,3.1,7.2,2.2,11.9,2.0,16.0,3.0,17.9,3.4,2.2,1.5,2.8,0.9,4.0,1.2,4.1,1.3,0.2,0.3,2.3,0.7,2.7,0.9,2.9,1.0,1.5,1.3,51346,1833,65452,3722,70346,3768,27686,2917,64095,3092,74550,3537,N,N,40319,6287,29.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),29.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),29.4,(X)
0500000US55093,55093,"Pierce County, Wisconsin",15101,226,10281,307,8496,300,4820,243,3.9,0.7,2.1,0.8,0.7,0.4,8.2,1.9,4.6,1.1,2.7,1.2,0.8,0.5,9.8,3.0,7.2,1.1,3.8,0.9,2.8,0.6,14.1,2.5,9.4,1.1,7.0,1.2,6.0,1.2,16.4,3.3,13.7,1.4,10.8,1.2,8.9,0.9,19.0,3.5,18.7,1.7,19.1,1.9,19.2,1.8,18.1,2.6,15.1,1.4,18.8,1.9,20.2,2.0,6.8,1.7,17.9,1.4,22.7,1.9,26.4,2.2,6.4,1.4,5.6,0.7,7.6,1.0,8.7,1.2,1.0,0.5,3.7,0.8,5.4,1.1,6.3,1.3,0.1,0.2,64364,2554,80211,2031,87788,3099,36250,2965,79462,2756,95124,4106,N,N,43523,1998,27.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),26.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),28.8,(X)
0500000US55095,55095,"Polk County, Wisconsin",18188,226,12337,238,9846,241,5851,253,4.4,0.5,2.6,0.7,1.2,0.4,9.8,1.4,4.8,0.6,2.4,0.5,1.2,0.3,10.8,1.7,11.4,0.9,6.9,0.8,5.0,0.7,21.4,2.4,11.3,0.8,10.0,1.0,7.7,0.8,15.5,1.7,16.0,0.9,15.9,1.2,14.4,1.4,15.3,1.6,21.0,1.2,23.3,1.4,24.4,1.6,15.2,1.8,13.9,0.9,16.4,1.1,19.1,1.4,7.0,1.1,12.2,0.8,15.8,1.1,18.9,1.3,3.6,0.9,3.1,0.4,4.2,0.5,5.1,0.6,0.7,0.4,1.9,0.3,2.5,0.4,2.9,0.5,0.7,0.3,52039,1300,62855,1691,71475,1583,30456,1281,64420,1455,74575,1781,82131,1939,39862,1732,28.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),27.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),29.4,(X)
0500000US55097,55097,"Portage County, Wisconsin",27844,362,17157,407,14104,419,10687,439,6.6,0.8,2.6,0.7,1.1,0.4,13.9,1.9,5.4,0.8,1.9,0.6,0.6,0.3,11.7,1.8,10.4,1.0,5.6,1.1,3.5,1.0,19.2,2.1,10.0,0.9,7.7,1.1,6.6,0.9,13.7,1.4,14.6,1.0,14.1,1.1,12.5,1.3,16.0,1.9,20.8,1.4,23.5,1.8,24.2,2.1,15.5,1.8,13.2,0.9,17.7,1.2,20.0,1.5,5.0,1.0,13.0,1.0,18.4,1.5,21.2,1.7,3.7,0.9,3.3,0.5,4.8,0.8,5.8,0.9,0.8,0.4,2.5,0.5,3.7,0.8,4.4,0.9,0.6,0.3,52411,1342,69059,2161,76631,2384,28658,2074,66238,1629,81693,2487,89934,2589,38755,1691,25.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),24.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),27.0,(X)
0500000US55099,55099,"Price County, Wisconsin",6676,533,4233,342,3419,238,2443,238,6.6,1.1,3.7,1.1,1.8,1.0,13.2,2.5,7.0,1.1,3.4,1.0,1.9,0.8,14.2,2.7,12.9,1.3,9.2,1.4,7.9,1.5,20.3,2.4,12.4,1.3,12.6,1.8,11.5,2.2,13.2,2.3,18.1,1.5,16.4,1.8,14.9,1.8,20.0,2.9,20.3,1.3,25.2,1.9,27.1,1.9,11.2,1.6,11.2,1.2,14.5,1.6,17.0,1.8,3.8,1.2,8.4,1.0,10.5,1.3,12.5,1.6,3.4,1.1,1.6,0.4,2.1,0.6,2.5,0.8,0.5,0.5,1.6,0.5,2.4,0.8,2.8,0.9,0.2,0.2,43547,2017,54273,2108,60808,1813,27018,2347,58606,5102,70188,8210,78067,9937,34947,2195,28.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),26.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),29.5,(X)
0500000US55101,55101,"Racine County, Wisconsin",75291,613,50897,741,37408,747,24394,759,5.1,0.6,3.6,0.6,0.8,0.3,10.2,1.3,4.7,0.4,2.9,0.5,1.0,0.3,8.9,1.1,10.2,0.8,6.7,0.8,3.6,0.6,18.8,1.9,10.5,0.7,8.4,0.9,6.2,0.7,15.5,1.6,12.9,0.8,11.8,1.0,10.3,1.1,15.2,1.8,20.3,0.9,21.3,1.1,22.8,1.2,17.7,1.7,13.8,0.8,16.1,1.1,18.9,1.4,6.7,1.0,14.1,0.7,18.3,1.0,23.0,1.3,4.4,0.8,4.8,0.4,6.3,0.6,7.7,0.8,1.5,0.6,3.6,0.4,4.6,0.5,5.9,0.7,1.1,0.4,56359,1024,68939,1658,81612,1361,32138,1271,72192,1255,83827,1602,97043,1906,43720,1589,33.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),32.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),31.9,(X)
0500000US55103,55103,"Richland County, Wisconsin",7506,143,4889,133,4011,132,2617,162,5.2,1.1,4.2,1.1,1.4,0.6,8.8,2.4,8.4,1.6,3.3,0.8,1.7,0.6,18.4,3.9,11.1,1.4,8.1,1.7,6.4,1.4,18.2,3.0,11.3,1.6,8.1,1.4,7.1,1.3,16.0,2.8,17.0,1.7,16.7,2.0,17.3,2.2,18.0,3.0,22.1,1.9,26.7,2.4,27.9,2.7,13.5,2.4,11.9,1.5,15.9,2.0,18.2,2.3,3.2,1.3,9.4,1.1,12.4,1.4,14.3,1.7,2.8,1.2,1.9,0.6,2.6,0.9,2.8,1.0,0.4,0.5,1.7,0.5,2.2,0.7,2.7,0.9,0.6,0.5,46564,1636,57828,3090,64255,2222,27334,2296,58820,2487,68240,2760,N,N,38545,5549,34.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),33.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),34.9,(X)
0500000US55105,55105,"Rock County, Wisconsin",63941,458,41871,624,30061,596,22070,657,5.4,0.6,4.5,0.7,1.1,0.3,9.9,1.3,5.4,0.5,3.3,0.5,1.2,0.3,9.6,1.1,11.1,0.7,7.5,0.9,4.3,0.7,18.9,1.4,12.1,0.8,9.6,0.9,7.2,0.9,17.5,1.5,15.0,0.8,14.4,1.0,12.8,1.1,16.6,1.5,20.0,0.9,21.7,1.2,24.2,1.4,15.0,1.5,13.6,0.8,16.3,1.1,19.6,1.3,7.2,1.2,12.1,0.7,15.6,0.9,20.2,1.3,3.7,0.8,2.9,0.4,4.0,0.6,5.4,0.8,0.6,0.3,2.3,0.3,3.0,0.4,4.0,0.6,1.0,0.4,50968,1037,61315,1495,74036,1896,31413,1009,63661,1319,73375,1852,86499,2392,41076,1694,27.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),25.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),27.6,(X)
0500000US55107,55107,"Rusk County, Wisconsin",6245,138,4084,142,3201,146,2161,140,7.3,1.4,5.1,1.7,1.9,0.7,12.9,2.7,7.6,1.3,3.1,1.0,1.6,0.8,16.9,2.7,14.2,1.5,10.7,1.8,7.2,1.1,22.9,3.2,12.8,1.4,11.3,1.9,11.1,2.2,15.5,2.4,19.2,1.5,20.9,2.0,21.7,2.2,14.9,2.4,19.8,1.7,23.5,1.8,26.4,2.4,11.2,2.7,9.1,1.1,11.8,1.5,14.2,2.0,2.9,1.0,6.7,1.0,9.0,1.4,11.1,1.8,1.8,0.7,1.8,0.4,2.3,0.6,2.5,0.7,0.7,0.5,1.6,0.6,2.2,0.8,2.2,0.7,0.2,0.2,39904,1394,48912,2115,54003,2556,23821,1546,51821,1983,60664,2457,N,N,32466,2920,31.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),31.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),28.2,(X)
0500000US55109,55109,"St. Croix County, Wisconsin",32811,327,23906,427,19696,444,8905,433,2.3,0.5,1.2,0.3,0.5,0.2,6.0,1.5,3.2,0.6,0.8,0.3,0.3,0.2,9.7,2.3,6.8,0.8,4.2,0.9,2.1,0.7,14.8,2.2,7.5,1.0,5.6,1.1,4.1,1.0,14.5,2.6,11.4,1.0,9.7,1.1,6.9,0.9,17.0,2.5,19.7,1.3,19.7,1.5,19.0,1.6,18.8,2.2,16.0,1.1,17.4,1.2,18.7,1.4,11.0,2.2,19.9,1.1,24.4,1.4,28.5,1.8,6.3,1.5,7.4,0.9,9.5,1.2,11.1,1.4,1.1,0.9,5.9,0.7,7.6,0.9,8.8,1.1,0.9,0.5,73743,1908,86948,2266,97729,2393,38583,3268,90561,2330,104574,3033,115276,3575,48218,2553,25.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),23.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),28.6,(X)
0500000US55111,55111,"Sauk County, Wisconsin",25293,344,16518,411,13146,410,8775,431,4.7,0.8,3.2,0.7,0.9,0.5,9.2,1.8,4.8,0.7,2.5,0.8,0.9,0.4,9.7,1.5,10.8,1.0,5.5,0.9,3.4,0.8,20.5,2.3,11.9,1.1,8.8,1.3,7.1,1.2,18.7,2.2,14.3,1.2,13.4,1.4,12.0,1.4,16.1,1.9,22.1,1.3,25.3,1.8,26.9,2.0,14.9,2.1,14.7,1.2,18.5,1.6,21.4,1.9,6.6,1.5,11.3,1.0,15.4,1.4,18.4,1.8,2.8,0.8,3.3,0.5,4.8,0.8,5.8,1.0,0.4,0.3,2.1,0.4,2.6,0.4,3.1,0.5,1.1,0.6,53225,1413,66313,1718,73785,2434,30142,1252,64962,1647,77088,2264,86057,2697,39685,2166,27.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),25.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),28.4,(X)
0500000US55113,55113,"Sawyer County, Wisconsin",7488,222,4909,221,3720,174,2579,160,7.2,1.3,6.3,1.8,1.5,0.6,12.5,2.8,6.1,1.0,2.7,1.1,1.6,1.1,12.4,2.0,14.9,1.7,9.7,1.7,7.2,1.7,23.7,3.2,13.1,1.3,11.9,1.5,11.0,1.6,15.0,2.9,17.3,1.8,19.6,2.9,19.2,3.3,14.5,2.9,19.0,1.8,21.7,2.2,24.2,2.5,12.4,2.7,10.7,1.6,13.3,2.1,16.3,2.6,4.7,1.8,7.5,1.0,9.6,1.5,12.4,1.9,2.4,1.1,1.4,0.4,2.0,0.6,2.3,0.7,0.7,0.6,2.8,0.9,3.3,1.4,4.1,1.8,1.6,1.1,41869,1861,49879,2918,57803,4923,25760,2255,57594,3179,66327,4828,N,N,38152,3469,29.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),27.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),30.7,(X)
0500000US55115,55115,"Shawano County, Wisconsin",16940,300,11194,248,9059,217,5746,316,5.4,0.7,3.1,0.8,1.7,0.8,10.6,1.6,6.0,0.8,2.9,0.7,1.5,0.5,12.3,1.8,11.5,1.0,7.2,1.0,5.7,1.0,21.0,2.6,11.6,1.1,10.6,1.1,9.2,1.0,15.6,2.4,16.7,1.2,16.4,1.3,15.6,1.5,16.8,2.2,22.1,1.3,25.2,1.6,25.6,1.9,14.4,2.4,13.1,1.1,17.0,1.5,19.6,1.7,4.5,1.1,9.5,0.8,12.2,1.0,14.5,1.2,3.4,1.3,2.3,0.4,3.3,0.7,3.9,0.8,0.3,0.2,1.8,0.5,2.1,0.6,2.6,0.7,1.1,0.7,48773,1569,59059,1821,65249,1995,27622,1921,60337,1878,69715,2368,76771,2767,39673,2951,31.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),32.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),28.5,(X)
